id,title,description,link,price,unit_pricing_measure,brand,mpn,condition,image_link,google_product_category,product_type,availability,shipping_weight,shipping,gtin,identifier_exists
11238,"Roberts 10-282G Deluxe Heat Bond Iron (Grooved Base)","Roberts 10-282G Deluxe Heat Bond Iron (Grooved Base)",http://23.251.155.152/roberts-10-282g-deluxe-heat-bond-iron-grooved-base/hardwood-laminate/catalog_11238.htm?SID=g1jh47oor0s8htddin2mjrsjd0,129.9900,"1 sq ft",Tool,10-282G,New,http://23.251.155.152/pub/media/catalog/product/1/0/10-282.jpg,,10,"Out of Stock",,,,
11204,"Roberts 10-254V Power-Lok Stretcher Value Kit        ","Roberts 10-254V Power-Lok Stretcher Value Kit        ",http://23.251.155.152/roberts-10-254v-power-lok-stretcher-value-kit/hardwood-laminate/catalog_11204.htm?SID=g1jh47oor0s8htddin2mjrsjd0,528.5000,"1 sq ft",Tool,10-254V,New,http://23.251.155.152/pub/media/catalog/product/1/0/10-254v.jpg,,10,"Out of Stock",,,,
11206,"Roberts 10-237V Junior Power Stretcher Value Kit","Roberts 10-237V Junior Power Stretcher Value Kit",http://23.251.155.152/roberts-10-237v-junior-power-stretcher-value-kit/hardwood-laminate/catalog_11206.htm?SID=g1jh47oor0s8htddin2mjrsjd0,455.0000,"1 sq ft",Tool,10-237V,New,http://23.251.155.152/pub/media/catalog/product/1/0/10-237v.jpg,,10,"Out of Stock",,,,
11212,"Roberts 10-128 Locking Pattern Matching and Seam Repair Stretcher","Roberts 10-128 Locking Pattern Matching and Seam Repair Stretcher",http://23.251.155.152/roberts-10-128-locking-pattern-matching-and-seam-repair-stretcher/hardwood-laminate/catalog_11212.htm?SID=g1jh47oor0s8htddin2mjrsjd0,257.7500,"1 sq ft",Tool,10-128,New,http://23.251.155.152/pub/media/catalog/product/1/0/10-128a.jpg,,10,"Out of Stock",,,,
11215,"Roberts 10-482G Cool Shield Heat Bond Iron","Roberts 10-482G Cool Shield Heat Bond Iron",http://23.251.155.152/roberts-10-482g-cool-shield-heat-bond-iron/hardwood-laminate/catalog_11215.htm?SID=g1jh47oor0s8htddin2mjrsjd0,99.9500,"1 sq ft",Tool,10-482G,New,http://23.251.155.152/pub/media/catalog/product/1/0/10-482g.jpg,,10,"Out of Stock",,,,
12782,"Marazzi Walnut Canyon: Mosaic Golden - 2"" x 4""","Marazzi Walnut Canyon: Mosaic Golden - 2"" x 4""",http://23.251.155.152/marazzi-walnut-canyon-mosaic-golden-2-x-4/tile/catalog_12782.htm?SID=g1jh47oor0s8htddin2mjrsjd0,19.9900,"1 sq ft",Tile,WSK1-12,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors12782.jpg,,8,"Out of Stock",10.0000,,,
67283,"Schluter Kerdi Shower System Kit - 48"" x 48"" Tray KK122-KIT","Schluter Kerdi Shower System Kit - 48"" x 48"" Tray KK122-KIT",http://23.251.155.152/schluter-kerdi-shower-system-kit-48-x-48-tray-kk122-kit/schluter/catalog_67283.htm?SID=g1jh47oor0s8htddin2mjrsjd0,515.0000,"1 sq ft",Schluter,KK122-KIT,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors67283.jpg,,8,"Out of Stock",,,,
67284,"Schluter Kerdi Shower System Kit - 72"" x 72"" Tray KK183-KIT","Schluter Kerdi Shower System Kit - 72"" x 72"" Tray KK183-KIT",http://23.251.155.152/schluter-kerdi-shower-system-kit-72-x-72-tray-kk183-kit/schluter/catalog_67284.htm?SID=g1jh47oor0s8htddin2mjrsjd0,820.0000,"1 sq ft",Schluter,KK183-KIT,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors67284.jpg,,8,"Out of Stock",,,,
67275,"Schluter Kerdi Shower System Kit - 32"" x 60"" Tray - Center Drain Placement KK81152-KIT","Schluter Kerdi Shower System Kit - 32"" x 60"" Tray - Center Drain Placement KK81152-KIT",http://23.251.155.152/schluter-kerdi-shower-system-kit-32-x-60-tray-center-drain-placement-kk81152-kit/schluter/catalog_67275.htm?SID=g1jh47oor0s8htddin2mjrsjd0,550.0000,"1 sq ft",Schluter,KK81152-KIT,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors67275.jpg,,8,"Out of Stock",,,,
67282,"Schluter Kerdi Shower System Kit - 32"" x 60"" Tray - Off Center Drain Placement KKB81152-KIT","Schluter Kerdi Shower System Kit - 32"" x 60"" Tray - Off Center Drain Placement KKB81152-KIT",http://23.251.155.152/schluter-kerdi-shower-system-kit-32-x-60-tray-off-center-drain-placement-kkb81152-kit/schluter/catalog_67282.htm?SID=g1jh47oor0s8htddin2mjrsjd0,550.0000,"1 sq ft",Schluter,KKB81152-KIT,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors67282.jpg,,8,"Out of Stock",,,,
10003,"Columbia Traditional Clic: Carolina Acacia Blonde 7mm Laminate CAB102","Daltile Quarry Textures: Cove Base Sahara Sand - 5"" x 8""",http://23.251.155.152/columbia-traditional-clic-carolina-acacia-blonde-7mm-laminate-cab102/columbia/catalog_10003.htm?SID=g1jh47oor0s8htddin2mjrsjd0,1.3900,"1 sq ft",Laminate,CAB102,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10003.jpg,2826,2,"Out of Stock",30.0000,,,
10019,"Mohawk Barchester: Ebony Strip 8mm Laminate CDL27-08","Karastan Ashara Agra Black Round 549 8' x 8' Area Rug",http://23.251.155.152/mohawk-barchester-ebony-strip-8mm-laminate-cdl27-08/mohawk/catalog_10019.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.1898,"1 sq ft",Laminate,CDL27-08,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10019.jpg,2826,2,"Out of Stock",0.0000,,,
10004,"Columbia Traditional Clic: Illinois Oak Wheat 7mm Laminate IOW101","Karastan Antique Legends Agra Black Rectangle 2200 2' 6"" x 4' Area Rug",http://23.251.155.152/columbia-traditional-clic-illinois-oak-wheat-7mm-laminate-iow101/columbia/catalog_10004.htm?SID=g1jh47oor0s8htddin2mjrsjd0,1.3902,"1 sq ft",Laminate,IOW01,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10004.jpg,2826,2,"Out of Stock",30.0000,,,
10013,"Mohawk Barchester: Golden Chardonnay Oak 8mm Laminate CDL27-02","Karastan Original Karastan Collection Afshan Rectangle 700 5' 9"" x 9' Area Rug",http://23.251.155.152/mohawk-barchester-golden-chardonnay-oak-8mm-laminate-cdl27-02/mohawk/catalog_10013.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.1898,"1 sq ft",Laminate,CDL27-02,New,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/10013.jpg,2826,2,"Out of Stock",31.0000,,,
10005,"Columbia Traditional Clic: Kentucky Walnut 7mm Laminate KWT104","Karastan Antique Legends Agra Black Rectangle 2200 2' 6"" x 4' Area Rug",http://23.251.155.152/columbia-traditional-clic-kentucky-walnut-7mm-laminate-kwt104/columbia/catalog_10005.htm?SID=g1jh47oor0s8htddin2mjrsjd0,1.3900,"1 sq ft",Laminate,KWT104,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10005.jpg,2826,2,"Out of Stock",30.0000,,,
10015,"Mohawk Barchester: Harvest Oak Strip 8mm Laminate CDL27-03","Karastan Ashara Agra Black Round 549 8' x 8' Area Rug",http://23.251.155.152/mohawk-barchester-harvest-oak-strip-8mm-laminate-cdl27-03/mohawk/catalog_10015.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.1898,"1 sq ft",Laminate,CDL27-03,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10015.jpg,2826,2,"Out of Stock",31.0000,,,
10008,"Columbia Traditional Clic: Texas Pecan 7mm Laminate TPG103","Momeni New Wave Sand Rectangle (NEWWANW-13SND5380) 5' 3"" x 8' 0"" Area Rug",http://23.251.155.152/columbia-traditional-clic-texas-pecan-7mm-laminate-tpg103/columbia/catalog_10008.htm?SID=g1jh47oor0s8htddin2mjrsjd0,1.3902,"1 sq ft",Laminate,TPG103,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10008.jpg,2826,2,"Out of Stock",30.0000,,,
10018,"Mohawk Barchester: Gunstock Oak Strip 8mm Laminate CDL27-06","Karastan Ashara Agra Black Round 549 8' x 8' Area Rug",http://23.251.155.152/mohawk-barchester-gunstock-oak-strip-8mm-laminate-cdl27-06/mohawk/catalog_10018.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.1898,"1 sq ft",Laminate,CDL27-06,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10018.jpg,2826,2,"Out of Stock",31.0000,,,
10011,"Mohawk Barchester: Natural Teak Strip 8mm Laminate CDL27-01","Karastan Original Karastan Collection Afshan Rectangle 700 5' 9"" x 9' Area Rug",http://23.251.155.152/mohawk-barchester-natural-teak-strip-8mm-laminate-cdl27-01/mohawk/catalog_10011.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.1900,"1 sq ft",Laminate,CDL27-01,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10011.jpg,2826,2,"Out of Stock",10.0000,,,
10377,"Tarkett New Frontiers:  Teak Bronze 10mm Laminate 100151","Momeni Mahal Ivory Rectangle (MAHALMC-19IVY3656) 3' 6"" x 5' 6"" Area Rug",http://23.251.155.152/tarkett-new-frontiers-teak-bronze-10mm-laminate-100151/tarkett/catalog_10377.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.2197,"1 sq ft",Laminate,100151,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10377.jpg,2826,2,"Out of Stock",27.0000,,,
10378,"Tarkett New Frontiers:  Hickory Natural 10mm Laminate 100154","Momeni Mahal Ivory Rectangle (MAHALMC-19IVY3656) 3' 6"" x 5' 6"" Area Rug",http://23.251.155.152/tarkett-new-frontiers-hickory-natural-10mm-laminate-100154/tarkett/catalog_10378.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.2197,"1 sq ft",Laminate,100154,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10378.jpg,2826,2,"Out of Stock",27.0000,,,
10379,"Tarkett New Frontiers:  Hickory Spice 10mm Laminate 100155","Momeni Mahal Ivory Rectangle (MAHALMC-19IVY3656) 3' 6"" x 5' 6"" Area Rug",http://23.251.155.152/tarkett-new-frontiers-hickory-spice-10mm-laminate-100155/tarkett/catalog_10379.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.2197,"1 sq ft",Laminate,100155,New,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/10379.jpg,2826,2,"Out of Stock",10.0000,,,
10426,"Tarkett Trends:  Maple Light 10mm Laminate 111711","Karastan Antique Legends Villa Veneto Rectangle 2200 8' 8"" x 10' Area Rug",http://23.251.155.152/tarkett-trends-maple-light-10mm-laminate-111711/tarkett/catalog_10426.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.2202,"1 sq ft",Laminate,111711,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10426.jpg,2826,2,"Out of Stock",27.0000,,,
10509,"Tarkett Trends 12:  Royal Oak Cabana Brown 12mm Laminate 195001","Milliken College Team Spirit (NCAA) Brigham Young 74385 Spirit Rectangle (4000019468) 2'8"" x 3'10"" Area Rug",http://23.251.155.152/tarkett-trends-12-royal-oak-cabana-brown-12mm-laminate-195001/tarkett/catalog_10509.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.3400,"1 sq ft",Laminate,195001,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10509.jpg,2826,2,"Out of Stock",27.0000,,,
10431,"Tarkett Trends:  Soft Handscraped Gunstock 10mm Laminate 188843","CFS Premium Green Hand-Scraped Strand Woven Bamboo: Stair Nose Cobra - 72"" Long",http://23.251.155.152/tarkett-trends-soft-handscraped-gunstock-10mm-laminate-188843/tarkett/catalog_10431.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.2203,"1 sq ft",Laminate,188843,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10431.jpg,2826,2,"Out of Stock",27.0000,,,
10423,"Tarkett Solutions:  Prairie Walnut 8mm Laminate 100115","Karastan Antique Legends Villa Veneto Rectangle 2200 8' 8"" x 10' Area Rug",http://23.251.155.152/tarkett-solutions-prairie-walnut-8mm-laminate-100115/tarkett/catalog_10423.htm?SID=g1jh47oor0s8htddin2mjrsjd0,1.0501,"1 sq ft",Laminate,100115,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10423.jpg,2826,2,"Out of Stock",33.0000,,,
10490,"Tarkett Trends 12:  Royal Oak Urban Gray 12mm Laminate 195005","LW Mountain Pre-Finished Hand-Scraped Oak: Stair Nose Golden Oak - 84"" Long",http://23.251.155.152/tarkett-trends-12-royal-oak-urban-gray-12mm-laminate-195005/tarkett/catalog_10490.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.3400,"1 sq ft",Laminate,195005,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10490.jpg,2826,2,"Out of Stock",27.0000,,,
10428,"Tarkett Trends:  Maple 10mm Laminate 180962","Momeni New Wave Pink Rectangle (NEWWANW-37PNK5380) 5' 3"" x 8' 0"" Area Rug",http://23.251.155.152/tarkett-trends-maple-10mm-laminate-180962/tarkett/catalog_10428.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.2202,"1 sq ft",Laminate,180962,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10428.jpg,2826,2,"Out of Stock",27.0000,,,
10510,"Tarkett Trends 12:  Royal Oak Driftwood 12mm Laminate 195002","Milliken College Team Spirit (NCAA) Clemson 79798 Spirit Rectangle (4000019274) 5'4"" x 7'8"" Area Rug",http://23.251.155.152/tarkett-trends-12-royal-oak-driftwood-12mm-laminate-195002/tarkett/catalog_10510.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.3400,"1 sq ft",Laminate,195002,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10510.jpg,2826,2,"Out of Stock",27.0000,,,
10432,"Tarkett Trends:  Soft Handscraped Dark 10mm Laminate 188844","CFS Premium Green Hand-Scraped Strand Woven Bamboo: Stair Nose Cobra - 72"" Long",http://23.251.155.152/tarkett-trends-soft-handscraped-dark-10mm-laminate-188844/tarkett/catalog_10432.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.2203,"1 sq ft",Laminate,188844,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10432.jpg,2826,2,"Out of Stock",27.0000,,,
10424,"Tarkett Solutions:  Sugar Maple 8mm Laminate 100112","Karastan Antique Legends Villa Veneto Rectangle 2200 8' 8"" x 10' Area Rug",http://23.251.155.152/tarkett-solutions-sugar-maple-8mm-laminate-100112/tarkett/catalog_10424.htm?SID=g1jh47oor0s8htddin2mjrsjd0,1.0501,"1 sq ft",Laminate,100112,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10424.jpg,2826,2,"Out of Stock",33.0000,,,
105073,"Shaw Reclaimed: Flax 7mm Laminate SL332 199","LW Mountain Pre-Finished Hand-Scraped Oak: Stair Nose Golden Oak - 84"" Long",http://23.251.155.152/shaw-reclaimed-flax-7mm-laminate-sl332-199/shaw/catalog_105073.htm?SID=g1jh47oor0s8htddin2mjrsjd0,1.2902,"1 sq ft",Laminate,"SL332 199",New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors105073.jpg,2826,2,"Out of Stock",27.0000,,,
10429,"Tarkett Trends:  Cherry 10mm Laminate 198886","Momeni New Wave Pink Rectangle (NEWWANW-37PNK5380) 5' 3"" x 8' 0"" Area Rug",http://23.251.155.152/tarkett-trends-cherry-10mm-laminate-198886/tarkett/catalog_10429.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.2202,"1 sq ft",Laminate,198886,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10429.jpg,2826,2,"Out of Stock",27.0000,,,
10433,"Tarkett Trends:  Walnut Smoke 10mm Laminate 178416","CFS Premium Green Hand-Scraped Strand Woven Bamboo: Stair Nose Cobra - 72"" Long",http://23.251.155.152/tarkett-trends-walnut-smoke-10mm-laminate-178416/tarkett/catalog_10433.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.2203,"1 sq ft",Laminate,178416,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10433.jpg,2826,2,"Out of Stock",27.0000,,,
10425,"Tarkett Trends:  Oak Dusk 10mm Laminate 111721","Karastan Antique Legends Villa Veneto Rectangle 2200 8' 8"" x 10' Area Rug",http://23.251.155.152/tarkett-trends-oak-dusk-10mm-laminate-111721/tarkett/catalog_10425.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.2202,"1 sq ft",Laminate,111721,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10425.jpg,2826,2,"Out of Stock",27.0000,,,
10516,"Mohawk Marcina: Amber Oak 8mm Laminate CDL19-92","Milliken College Team Spirit (NCAA) James Madison 74204 Spirit Rectangle (4000019439) 2'8"" x 3'10"" Area Rug",http://23.251.155.152/mohawk-marcina-amber-oak-8mm-laminate-cdl19-92/mohawk/catalog_10516.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.5998,"1 sq ft",Laminate,CDL19-92,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10516.jpg,2826,2,"Out of Stock",31.0000,,,
105074,"Shaw Reclaimed: Waterwheel 7mm Laminate SL332 244","LW Mountain Pre-Finished Hand-Scraped Oak: Stair Nose Golden Oak - 84"" Long",http://23.251.155.152/shaw-reclaimed-waterwheel-7mm-laminate-sl332-244/shaw/catalog_105074.htm?SID=g1jh47oor0s8htddin2mjrsjd0,1.2902,"1 sq ft",Laminate,"SL332 244",New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors105074.jpg,2826,2,"Out of Stock",27.0000,,,
10430,"Tarkett Trends:  Soft Handscraped Auburn 10mm Laminate 188841","CFS Premium Green Hand-Scraped Strand Woven Bamboo: Stair Nose Cobra - 72"" Long",http://23.251.155.152/tarkett-trends-soft-handscraped-auburn-10mm-laminate-188841/tarkett/catalog_10430.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.2203,"1 sq ft",Laminate,188841,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10430.jpg,2826,2,"Out of Stock",27.0000,,,
10445,"Tarkett Trends 12:  Royal Oak Canewood 12mm Laminate 195003","LW Mountain Pre-Finished Hand-Scraped Oak: Stair Nose Golden Oak - 84"" Long",http://23.251.155.152/tarkett-trends-12-royal-oak-canewood-12mm-laminate-195003/tarkett/catalog_10445.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.3400,"1 sq ft",Laminate,195003,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10445.jpg,2826,2,"Out of Stock",27.0000,,,
10529,"Tarkett Trends 12:  Factor 6 Cocoa 12mm Laminate 130250","Milliken College Team Spirit (NCAA) Tennessee 74365 Spirit Rectangle (4000019225) 5'4"" x 7'8"" Area Rug",http://23.251.155.152/tarkett-trends-12-factor-6-cocoa-12mm-laminate-130250/tarkett/catalog_10529.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.3399,"1 sq ft",Laminate,130250,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10529.jpg,2826,2,"Out of Stock",50.0000,,,
10517,"Mohawk Marcina: Bourbon Pecan 8mm Laminate CDL19-91","Milliken College Team Spirit (NCAA) Kentucky 74375 Spirit Rectangle (4000019108) 3'10"" x 5'4"" Area Rug",http://23.251.155.152/mohawk-marcina-bourbon-pecan-8mm-laminate-cdl19-91/mohawk/catalog_10517.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.5998,"1 sq ft",Laminate,CDL19-91,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10517.jpg,2826,2,"Out of Stock",31.0000,,,
10539,"Tarkett Vintage: Midnight Rainbow 8mm Laminate 142327","Milliken College Team Spirit (NCAA-SPT) North Carolina 00375 Spirit Rectangle (4000054298) 3'10"" x 5'4"" Area Rug",http://23.251.155.152/tarkett-vintage-midnight-rainbow-8mm-laminate-142327/tarkett/catalog_10539.htm?SID=g1jh47oor0s8htddin2mjrsjd0,1.9898,"1 sq ft",Laminate,142327,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10539.jpg,2826,2,"Out of Stock",27.0000,,,
10521,"Mohawk Marcina: Warm Cider Oak 8mm Laminate CDL19-94","Milliken College Team Spirit (NCAA) Mississippi State 45285 Spirit Rectangle (4000019295) 7'8"" x 10'9"" Area Rug",http://23.251.155.152/mohawk-marcina-warm-cider-oak-8mm-laminate-cdl19-94/mohawk/catalog_10521.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.5998,"1 sq ft",Laminate,CDL19-94,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10521.jpg,2826,2,"Out of Stock",31.0000,,,
10530,"Tarkett Trends 12:  Factor 6 Spiced Rum 12mm Laminate 130253","Milliken College Team Spirit (NCAA) Texas Tech 74393 Spirit Rectangle (4000019471) 2'8"" x 3'10"" Area Rug",http://23.251.155.152/tarkett-trends-12-factor-6-spiced-rum-12mm-laminate-130253/tarkett/catalog_10530.htm?SID=g1jh47oor0s8htddin2mjrsjd0,2.3399,"1 sq ft",Laminate,130253,New,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10530.jpg,2826,2,"Out of Stock",27.0000,,,
