id,title,link,image_link,price,description
11312,"Shaw Epic Bennington Maple: Route Maple 3/8"" x 3 1/4"" & 5"" Engineered Hardwood SW511 299",http://23.251.155.152/shaw-epic-bennington-maple-route-maple-3-8-x-3-1-4-5-engineered-hardwood-sw511-299/shaw/catalog_11312.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors11312.jpg,4.7899,"Shaw Epic Bennington Maple: Route Maple 3/8"" x 3 1/4"" & 5"" Engineered Hardwood SW511 299"
11313,"Shaw Epic Loveland Pass: Forest Hickory 3/8"" x 5"" Engineered Hardwood SW510 234",http://23.251.155.152/shaw-epic-loveland-pass-forest-hickory-3-8-x-5-engineered-hardwood-sw510-234/shaw/catalog_11313.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/11313.jpg,4.3900,"Shaw Epic Loveland Pass: Forest Hickory 3/8"" x 5"" Engineered Hardwood SW510 234"
11314,"Shaw Arbor Place: Summer House Hickory 3/8"" x 5"" Engineered Hardwood SW512 267",http://23.251.155.152/shaw-arbor-place-summer-house-hickory-3-8-x-5-engineered-hardwood-sw512-267/shaw/catalog_11314.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/11314.jpg,3.6901,"Shaw Arbor Place: Summer House Hickory 3/8"" x 5"" Engineered Hardwood SW512 267"
11315,"Shaw Biscayne Bay: Surfside Birch 3/8"" x 5"" Engineered Hardwood SW520 460",http://23.251.155.152/shaw-biscayne-bay-surfside-birch-3-8-x-5-engineered-hardwood-sw520-460/shaw/catalog_11315.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/11315.jpg,3.6901,"Shaw Biscayne Bay: Surfside Birch 3/8"" x 5"" Engineered Hardwood SW520 460"
11316,"Shaw Venetian Way: Piazza Kupay 3/8"" x 5"" Engineered Hardwood SW517 298",http://23.251.155.152/shaw-venetian-way-piazza-kupay-3-8-x-5-engineered-hardwood-sw517-298/shaw/catalog_11316.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/11316.jpg,4.7901,"Shaw Venetian Way: Piazza Kupay 3/8"" x 5"" Engineered Hardwood SW517 298"
1132,"Mohawk Rockford: Oak Cherry 3/4"" x 3 1/4"" Solid Oak Hardwood WSC57-42",http://23.251.155.152/mohawk-rockford-oak-cherry-3-4-x-3-1-4-solid-oak-hardwood-wsc57-42/hardwood/mohawk-rockford/catalog_1132.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors1132.jpg,5.9898,"Mohawk Rockford: Oak Cherry 3/4"" x 3 1/4"" Solid Oak Hardwood WSC57-42"
1133,"Mohawk Rockford: Oak Gunstock 3/4"" x 3 1/4"" Solid Oak Hardwood WSC57-50",http://23.251.155.152/mohawk-rockford-oak-gunstock-3-4-x-3-1-4-solid-oak-hardwood-wsc57-50/hardwood/mohawk-rockford/catalog_1133.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors1133.jpg,5.9898,"Mohawk Rockford: Oak Gunstock 3/4"" x 3 1/4"" Solid Oak Hardwood WSC57-50"
11341,"Shaw Biscayne Bay: Bayfront Birch 3/8"" x 5"" Engineered Hardwood SW520 493",http://23.251.155.152/shaw-biscayne-bay-bayfront-birch-3-8-x-5-engineered-hardwood-sw520-493/shaw/catalog_11341.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/11341.jpg,3.6901,"Shaw Biscayne Bay: Bayfront Birch 3/8"" x 5"" Engineered Hardwood SW520 493"
11342,"Shaw Biscayne Bay: Oceanside Birch 3/8"" x 5"" Engineered Hardwood SW520 529",http://23.251.155.152/shaw-biscayne-bay-oceanside-birch-3-8-x-5-engineered-hardwood-sw520-529/shaw/catalog_11342.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/11342.jpg,3.6901,"Shaw Biscayne Bay: Oceanside Birch 3/8"" x 5"" Engineered Hardwood SW520 529"
11343,"Shaw Biscayne Bay: Burnside Birch 3/8"" x 5"" Engineered Hardwood SW520 627",http://23.251.155.152/shaw-biscayne-bay-burnside-birch-3-8-x-5-engineered-hardwood-sw520-627/shaw/catalog_11343.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/11343.jpg,3.6901,"Shaw Biscayne Bay: Burnside Birch 3/8"" x 5"" Engineered Hardwood SW520 627"
11344,"Shaw Venetian Way: St Lucia Kupay 3/8"" x 5"" Engineered Hardwood SW517 453",http://23.251.155.152/shaw-venetian-way-st-lucia-kupay-3-8-x-5-engineered-hardwood-sw517-453/shaw/catalog_11344.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/11344.jpg,4.7901,"Shaw Venetian Way: Lavaredo Kupay 3/8"" x 5"" Engineered Hardwood SW517 453"
11345,"Shaw Biscayne Bay: Conway Birch 3/8"" x 5"" Engineered Hardwood SW520 698",http://23.251.155.152/shaw-biscayne-bay-conway-birch-3-8-x-5-engineered-hardwood-sw520-698/shaw/catalog_11345.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/11345.jpg,3.6901,"Shaw Biscayne Bay: Conway Birch 3/8"" x 5"" Engineered Hardwood SW520 698"
10029,"MetroFlor Konecto Engage: Rockdale Oak Floating Click Lock Floor System 5113",http://23.251.155.152/metroflor-konecto-engage-rockdale-oak-floating-click-lock-floor-system-5113/konecto/catalog_10029.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10029.jpg,2.3899,"MetroFlor Konecto Engage: Rockdale Oak Floating Click Lock Floor System 5113"
10031,"MetroFlor Konecto Engage: Havana Oak Floating Click Lock Floor System 5114",http://23.251.155.152/metroflor-konecto-engage-havana-oak-floating-click-lock-floor-system-5114/metroflor/catalog_10031.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/10031.jpg,2.3899,"MetroFlor Konecto Engage: Havana Oak Floating Click Lock Floor System 5114"
10032,"MetroFlor Konecto Engage: Cavalier Oak Floating Click Lock Floor System 5115",http://23.251.155.152/metroflor-konecto-engage-cavalier-oak-floating-click-lock-floor-system-5115/konecto/catalog_10032.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10032.jpg,2.3899,"MetroFlor Konecto Engage: Cavalier Oak Floating Click Lock Floor System 5115"
10033,"MetroFlor Konecto Engage: Fossil Floating Click Lock Vinyl Floor System 5161",http://23.251.155.152/metroflor-konecto-engage-fossil-floating-click-lock-vinyl-floor-system-5161/metroflor/catalog_10033.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10033.jpg,2.7500,"MetroFlor Konecto Engage: Fossil Floating Click Lock Vinyl Floor System 5161"
10034,"MetroFlor Konecto Engage: Glazed Taupe Floating Click Lock Vinyl Floor System 5162",http://23.251.155.152/metroflor-konecto-engage-glazed-taupe-floating-click-lock-vinyl-floor-system-5162/metroflor/catalog_10034.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10034.jpg,2.7500,"MetroFlor Konecto Engage: Glazed Taupe Floating Click Lock Vinyl Floor System 5162"
10037,"MetroFlor Konecto Engage: Topaz Floating Click Lock Vinyl Floor System 5163",http://23.251.155.152/metroflor-konecto-engage-topaz-floating-click-lock-vinyl-floor-system-5163/konecto/catalog_10037.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors10037.jpg,2.7500,"MetroFlor Konecto Engage: Topaz Floating Click Lock Vinyl Floor System 5163"
10038,"MetroFlor Konecto Engage: Hilltop Floating Click Lock Vinyl Floor System 5164",http://23.251.155.152/metroflor-konecto-engage-hilltop-floating-click-lock-vinyl-floor-system-5164/konecto/catalog_10038.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/10038.jpg,2.7500,"MetroFlor Konecto Engage: Hilltop Floating Click Lock Vinyl Floor System 5164"
54377,"MetroFlor Konecto Engage: Ashton Walnut Floating Click Lock Floor System 5107",http://23.251.155.152/metroflor-konecto-engage-ashton-walnut-floating-click-lock-floor-system-5107/metroflor/catalog_54377.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors54377.jpg,2.3899,"MetroFlor Konecto Engage: Ashton Walnut Floating Click Lock Floor System 5107"
54809,"MetroFlor Konecto Engage: Redding Oak Floating Click Lock Floor System 5111",http://23.251.155.152/metroflor-konecto-engage-redding-oak-floating-click-lock-floor-system-5111/metroflor/catalog_54809.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/54809.jpg,2.3899,"MetroFlor Konecto Engage: Redding Oak Floating Click Lock Floor System 5111"
65133,"MetroFlor Konecto Engage: Cottonwood Oak Floating Click Lock Floor System 5100",http://23.251.155.152/metroflor-konecto-engage-cottonwood-oak-floating-click-lock-floor-system-5100/metroflor/catalog_65133.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors65133.jpg,2.3899,"Konecto Engage: Cottonwood Oak Floating Click Lock Floor System 5100"
65134,"MetroFlor Konecto Engage: Sun Valley Oak Floating Click Lock Floor System 5102",http://23.251.155.152/metroflor-konecto-engage-sun-valley-oak-floating-click-lock-floor-system-5102/konecto/catalog_65134.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors65134.jpg,2.3899,"Konecto Engage: Sun Valley Oak Floating Click Lock Floor System 5102"
65135,"MetroFlor Konecto Engage: Fruitland Maple Floating Click Lock Floor System 5103",http://23.251.155.152/metroflor-konecto-engage-fruitland-maple-floating-click-lock-floor-system-5103/konecto/catalog_65135.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors65135.jpg,2.3899,"Konecto Engage: Fruitland Maple Floating Click Lock Floor System 5103"
65136,"MetroFlor Konecto Engage: Graham Hickory Floating Click Lock Floor System 5104",http://23.251.155.152/metroflor-konecto-engage-graham-hickory-floating-click-lock-floor-system-5104/metroflor/catalog_65136.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors65136.jpg,2.3899,"Konecto Engage: Graham Hickory Floating Click Lock Floor System 5104"
65137,"MetroFlor Konecto Engage: Shelly Teak Floating Click Lock Floor System 5105",http://23.251.155.152/metroflor-konecto-engage-shelly-teak-floating-click-lock-floor-system-5105/konecto/catalog_65137.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors65137.jpg,2.3899,"Konecto Engage: Shelly Teak Floating Click Lock Floor System 5105"
65138,"MetroFlor Konecto Engage: Osburn Cherry Floating Click Lock Floor System 5106",http://23.251.155.152/metroflor-konecto-engage-osburn-cherry-floating-click-lock-floor-system-5106/luxury-vinyl-tile/konecto/catalog_65138.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/product/h/t/httpwww1.gowebpix.comefloors65138.jpg,2.3899,"Konecto Engage: Osburn Cherry Floating Click Lock Floor System 5106"
105085,"Milliken College Team Spirit (NCAA) Boston 74194 Spirit Rectangle (4000019435) 2'8"" x 3'10"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-boston-74194-spirit-rectangle-4000019435-2-8-x-3-10-area-rug/catalog_105085.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C74194_BostonUniversity.jpg,69.0000,"Milliken NFL Team Repeat (NFL-R) Houston Texans 09038 Repeat Rectangle (4000054779) 7'8"" x 10'9"" Area Rug"
105086,"Milliken College Team Spirit (NCAA) Boston 74194 Spirit Rectangle (4000019081) 3'10"" x 5'4"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-boston-74194-spirit-rectangle-4000019081-3-10-x-5-4-area-rug/catalog_105086.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C74194_BostonUniversity.jpg,109.0000,"Milliken College Team Spirit (NCAA) Boston 74194 Spirit Rectangle (4000019081) 3'10"" x 5'4"" Area Rug"
105087,"Milliken College Team Spirit (NCAA) Boston 74194 Spirit Rectangle (4000019202) 5'4"" x 7'8"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-boston-74194-spirit-rectangle-4000019202-5-4-x-7-8-area-rug/catalog_105087.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C74194_BostonUniversity.jpg,199.0000,"Milliken College Team Spirit (NCAA) Boston 74194 Spirit Rectangle (4000019202) 5'4"" x 7'8"" Area Rug"
105088,"Milliken College Team Spirit (NCAA) Boston 74194 Spirit Rectangle (4000019320) 7'8"" x 10'9"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-boston-74194-spirit-rectangle-4000019320-7-8-x-10-9-area-rug/catalog_105088.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C74194_BostonUniversity.jpg,449.0000,"Milliken College Team Spirit (NCAA) Boston 74194 Spirit Rectangle (4000019320) 7'8"" x 10'9"" Area Rug"
105089,"Milliken College Team Spirit (NCAA) Brigham Young 74385 Spirit Rectangle (4000019468) 2'8"" x 3'10"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-brigham-young-74385-spirit-rectangle-4000019468-2-8-x-3-10-area-rug/catalog_105089.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C74385_BrighamYoung.jpg,69.0000,"Milliken College Team Spirit (NCAA) Brigham Young 74385 Spirit Rectangle (4000019468) 2'8"" x 3'10"" Area Rug"
105090,"Milliken College Team Spirit (NCAA) Brigham Young 74385 Spirit Rectangle (4000019114) 3'10"" x 5'4"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-brigham-young-74385-spirit-rectangle-4000019114-3-10-x-5-4-area-rug/catalog_105090.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C74385_BrighamYoung.jpg,109.0000,"Milliken College Team Spirit (NCAA) Brigham Young 74385 Spirit Rectangle (4000019114) 3'10"" x 5'4"" Area Rug"
105091,"Milliken College Team Spirit (NCAA) Brigham Young 74385 Spirit Rectangle (4000019235) 5'4"" x 7'8"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-brigham-young-74385-spirit-rectangle-4000019235-5-4-x-7-8-area-rug/catalog_105091.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C74385_BrighamYoung.jpg,199.0000,"Milliken College Team Spirit (NCAA) Brigham Young 74385 Spirit Rectangle (4000019235) 5'4"" x 7'8"" Area Rug"
105092,"Milliken College Team Spirit (NCAA) Brigham Young 74385 Spirit Rectangle (4000019352) 7'8"" x 10'9"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-brigham-young-74385-spirit-rectangle-4000019352-7-8-x-10-9-area-rug/catalog_105092.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C74385_BrighamYoung.jpg,449.0000,"Milliken College Team Spirit (NCAA) Brigham Young 74385 Spirit Rectangle (4000019352) 7'8"" x 10'9"" Area Rug"
105093,"Milliken College Team Spirit (NCAA) Cincinnati 00402 Spirit Rectangle (4000019390) 2'8"" x 3'10"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-cincinnati-00402-spirit-rectangle-4000019390-2-8-x-3-10-area-rug/catalog_105093.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C402_Cincinnati.jpg,69.0000,"Milliken College Team Spirit (NCAA) Cincinnati 00402 Spirit Rectangle (4000019390) 2'8"" x 3'10"" Area Rug"
105094,"Milliken College Team Spirit (NCAA) Cincinnati 00402 Spirit Rectangle (4000019036) 3'10"" x 5'4"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-cincinnati-00402-spirit-rectangle-4000019036-3-10-x-5-4-area-rug/catalog_105094.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C402_Cincinnati.jpg,109.0000,"Milliken College Team Spirit (NCAA) Cincinnati 00402 Spirit Rectangle (4000019036) 3'10"" x 5'4"" Area Rug"
105095,"Milliken College Team Spirit (NCAA) Cincinnati 00402 Spirit Rectangle (4000019157) 5'4"" x 7'8"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-cincinnati-00402-spirit-rectangle-4000019157-5-4-x-7-8-area-rug/catalog_105095.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C402_Cincinnati.jpg,199.0000,"Milliken College Team Spirit (NCAA) Cincinnati 00402 Spirit Rectangle (4000019157) 5'4"" x 7'8"" Area Rug"
105096,"Milliken College Team Spirit (NCAA) Cincinnati 00402 Spirit Rectangle (4000019278) 7'8"" x 10'9"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-cincinnati-00402-spirit-rectangle-4000019278-7-8-x-10-9-area-rug/catalog_105096.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C402_Cincinnati.jpg,449.0000,"Milliken College Team Spirit (NCAA) Cincinnati 00402 Spirit Rectangle (4000019278) 7'8"" x 10'9"" Area Rug"
105097,"Milliken College Team Spirit (NCAA) Clemson 79798 Spirit Rectangle (4000019507) 2'8"" x 3'10"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-clemson-79798-spirit-rectangle-4000019507-2-8-x-3-10-area-rug/catalog_105097.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C79798_Clemson.jpg,69.0000,"Milliken College Team Spirit (NCAA) Clemson 79798 Spirit Rectangle (4000019507) 2'8"" x 3'10"" Area Rug"
105098,"Milliken College Team Spirit (NCAA) Clemson 79798 Spirit Rectangle (4000019153) 3'10"" x 5'4"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-clemson-79798-spirit-rectangle-4000019153-3-10-x-5-4-area-rug/catalog_105098.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C79798_Clemson.jpg,109.0000,"Milliken College Team Spirit (NCAA) Clemson 79798 Spirit Rectangle (4000019153) 3'10"" x 5'4"" Area Rug"
105099,"Milliken College Team Spirit (NCAA) Clemson 79798 Spirit Rectangle (4000019274) 5'4"" x 7'8"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-clemson-79798-spirit-rectangle-4000019274-5-4-x-7-8-area-rug/catalog_105099.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C79798_Clemson.jpg,199.0000,"Milliken College Team Spirit (NCAA) Clemson 79798 Spirit Rectangle (4000019274) 5'4"" x 7'8"" Area Rug"
105100,"Milliken College Team Spirit (NCAA) Clemson 79798 Spirit Rectangle (4000019387) 7'8"" x 10'9"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-clemson-79798-spirit-rectangle-4000019387-7-8-x-10-9-area-rug/catalog_105100.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C79798_Clemson.jpg,449.0000,"Milliken College Team Spirit (NCAA) Clemson 79798 Spirit Rectangle (4000019387) 7'8"" x 10'9"" Area Rug"
105101,"Milliken College Team Spirit (NCAA) Colorado State 74232 Spirit Rectangle (4000019447) 2'8"" x 3'10"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-colorado-state-74232-spirit-rectangle-4000019447-2-8-x-3-10-area-rug/catalog_105101.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C74232_ColoradoState.jpg,69.0000,"Milliken College Team Spirit (NCAA) Colorado State 74232 Spirit Rectangle (4000019447) 2'8"" x 3'10"" Area Rug"
105102,"Milliken College Team Spirit (NCAA) Colorado State 74232 Spirit Rectangle (4000019093) 3'10"" x 5'4"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-colorado-state-74232-spirit-rectangle-4000019093-3-10-x-5-4-area-rug/catalog_105102.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C74232_ColoradoState.jpg,109.0000,"Milliken College Team Spirit (NCAA) Colorado State 74232 Spirit Rectangle (4000019093) 3'10"" x 5'4"" Area Rug"
105103,"Milliken College Team Spirit (NCAA) Colorado State 74232 Spirit Rectangle (4000019214) 5'4"" x 7'8"" Area Rug",http://23.251.155.152/milliken-college-team-spirit-ncaa-colorado-state-74232-spirit-rectangle-4000019214-5-4-x-7-8-area-rug/catalog_105103.htm?SID=svk51b6kp3cmgqjpdqtco3j9s1,http://23.251.155.152/pub/media/catalog/productCollege_Spirit_C74232_ColoradoState.jpg,199.0000,"Milliken College Team Spirit (NCAA) Colorado State 74232 Spirit Rectangle (4000019214) 5'4"" x 7'8"" Area Rug"
